7.6,3.0,6.6,2.1,2
5.0,2.3,3.3,1.0,1
7.7,3.0,6.1,2.3,2
6.1,2.8,4.7,1.2,1
5.8,4.0,1.2,0.2,0
5.757985614516785,2.9757875379474585,4.2,1.3,1
5.9,3.0,5.1,1.8,2
6.5,3.0,5.8,2.2,2
5.1,3.8,1.6,0.2,0
5.1,3.8,1.9,0.4,0
5.1,3.8,1.6,0.2,0
6.7,3.3,5.7,2.1,2
6.7,3.0,5.2,2.3,2
6.3,3.4,5.6,2.4,2
6.7,3.0,5.0,1.7,2
6.7,3.1,4.7,1.5,1
4.9,3.0,1.4,0.2,0
5.9,3.0,5.1,1.8,2
7.2,3.2,6.0,1.8,2
5.5,2.4,3.8,1.1,1
6.1,2.8,4.7,1.2,1
4.846214956406765,3.265122104909265,1.3,0.2,0
5.5,2.6,4.4,1.2,1
4.6,3.6,1.0,0.2,0
6.1,2.8,4.7,1.2,1
6.9,3.2,5.7,2.3,2
5.0,3.2,1.2,0.2,0
5.110030163613365,3.667542840363316,1.4,0.2,0
5.6,3.0,4.1,1.3,1
7.4,2.8,6.1,1.9,2
5.0,3.5,1.3,0.3,0
6.188435668434718,3.051132996152767,4.6,1.4,1
7.6,3.0,6.6,2.1,2
5.92027311041075,2.774859892767054,4.1,1.0,1
6.570113971560462,2.9082169991076414,4.6,1.5,1
6.1,2.9,4.7,1.4,1
6.353097656831537,3.421586888871447,4.7,1.6,1
5.7,2.6,3.5,1.0,1
5.9,3.0,4.2,1.5,1
7.4,2.8,6.1,1.9,2
6.0,3.0,4.8,1.8,1
6.2,2.2,4.5,1.5,1
5.1,3.4,1.5,0.2,0
5.5,2.4,3.8,1.1,1
7.4,2.8,6.1,1.9,2
5.7,3.0,4.2,1.2,1
6.5,3.0,5.2,2.0,2
5.02956751766892,3.7120667058922026,1.4,0.1,0
5.7,2.8,4.1,1.3,1
6.9,3.1,5.1,2.3,2
6.1,2.8,4.7,1.2,1
6.6,2.9,4.6,1.3,1
5.4,3.4,1.7,0.2,0
4.4,3.0,1.3,0.2,0
4.700836325856067,3.316510567636334,1.4,0.2,0
4.908385067593151,3.544985738226324,1.6,0.2,0
4.4,3.0,1.3,0.2,0
4.9,3.0,1.4,0.2,0
5.5,2.6,4.4,1.2,1
7.482543856237298,2.8541210435747644,6.1,1.9,2
4.7,3.2,1.6,0.2,0
4.9,3.1,1.5,0.1,0
5.5,4.2,1.4,0.2,0
6.2,3.4,5.4,2.3,2
5.1,3.7,1.5,0.4,0
5.1,3.5,1.4,0.3,0
5.047157987030672,3.1707051586360677,1.5,0.1,0
6.3,3.3,4.7,1.6,1
5.1,3.5,1.4,0.2,0
5.1,3.3,1.7,0.5,0
5.7,4.4,1.5,0.4,0
5.8,2.6,4.0,1.2,1
7.6,3.0,6.6,2.1,2
6.3,3.3,4.7,1.6,1
5.838785264718313,2.922659809446098,4.1,1.3,1
5.0,2.3,3.3,1.0,1
6.4,3.1,5.5,1.8,2
4.9,2.5,4.5,1.7,2
5.1,3.4,1.5,0.2,0
6.4,2.9,4.3,1.3,1
6.7,3.0,5.0,1.7,2
7.7,3.8,6.7,2.2,2
5.0,3.4,1.6,0.4,0
5.5,2.5,4.0,1.3,1
6.7,3.3,5.7,2.1,2
6.3,2.7,4.9,1.8,2
7.2,3.6,6.1,2.5,2
4.9,2.5,4.5,1.7,2
6.473029363834013,2.88541476759527,5.6,2.1,2
6.3796812247959425,3.0471814530742845,5.6,1.8,2
5.7,3.0,4.2,1.2,1
5.1,3.8,1.5,0.3,0
4.8,3.0,1.4,0.3,0
5.8,2.6,4.0,1.2,1
6.9,3.1,5.4,2.1,2
5.7,3.0,4.2,1.2,1
6.7,3.3,5.7,2.5,2
5.91615471324325,2.7777630169734366,5.1,1.9,2
6.2,2.2,4.5,1.5,1
6.7,3.3,5.7,2.1,2
6.686008807933946,3.0799516870862367,4.4,1.4,1
5.1,3.8,1.6,0.2,0
5.6,2.9,3.6,1.3,1
4.4,2.9,1.4,0.2,0
5.1,3.5,1.4,0.3,0
5.1,3.8,1.6,0.2,0
4.6,3.1,1.5,0.2,0
5.7,3.0,4.2,1.2,1
5.4,3.4,1.7,0.2,0
5.8,2.7,5.1,1.9,2
6.3,2.9,5.6,1.8,2
5.5,4.2,1.4,0.2,0
6.4,2.8,5.6,2.1,2
4.7,3.2,1.3,0.2,0
6.3,3.3,6.0,2.5,2
6.85897851920813,3.0729562425650294,5.5,2.1,2
5.0,3.4,1.6,0.4,0
6.7,3.1,4.7,1.5,1
6.0,2.2,5.0,1.5,2
4.9,3.1,1.5,0.2,0
6.0,2.9,4.5,1.5,1
6.0,3.0,4.8,1.8,1
6.0,2.2,4.0,1.0,1
6.1,2.8,4.0,1.3,1
7.7,3.0,6.1,2.3,2
6.7,3.1,4.4,1.4,1
4.7,3.2,1.6,0.2,0
6.4,3.2,5.3,2.3,2
5.4,3.4,1.5,0.4,0
6.4,2.8,5.6,2.1,2
5.0,2.3,3.3,1.0,1
5.476884215965938,3.8195862449948113,1.5,0.2,0
5.0,2.0,3.5,1.0,1
5.076923722664204,3.5721133268884957,1.3,0.3,0
5.5,2.5,4.0,1.3,1
7.7,2.8,6.7,2.0,2
5.469098025910929,3.9897110320875946,1.7,0.4,0
7.767237645062124,2.7427588822500115,6.9,2.3,2
5.9,3.2,4.8,1.8,1
6.6,3.0,4.4,1.4,1
4.8,3.1,1.6,0.2,0
6.3,2.5,5.0,1.9,2
6.388280174429149,2.5514617976312763,5.0,1.9,2
5.4,3.9,1.7,0.4,0
5.6,3.0,4.5,1.5,1
7.484858671986168,2.8684698897910064,6.1,1.9,2
5.0,3.2,1.2,0.2,0
5.4,3.4,1.5,0.4,0
4.7,3.2,1.6,0.2,0
6.1,3.0,4.6,1.4,1
5.8,2.7,5.1,1.9,2
6.2,2.9,4.3,1.3,1
4.9,3.6,1.4,0.1,0
5.797317661546367,2.8656955914035525,4.1,1.3,1
5.4,3.7,1.5,0.2,0
6.5,2.8,4.6,1.5,1
5.5,4.2,1.4,0.2,0
7.9,3.8,6.4,2.0,2
5.7,2.9,4.2,1.3,1
5.1,3.5,1.4,0.2,0
5.0,3.4,1.5,0.2,0
6.4118734316164065,2.7757265314686226,4.9,1.8,2
4.8,3.4,1.9,0.2,0
